,1.6 V,,1.65 V,,1.7 V,,1.75 V,,1.8 V,,1.85 V,,1.9 V,,1.95 V
7.32202,761.80388,7.5018,875.88428,7.61532,1073.10077,7.298,1675.88076,7.298,1224.30976,7.49099,1120.37582,7.32202,166.30746,7.32202,27.41309
7.32603,756.33963,7.50541,870.32333,7.61872,1067.12111,7.3,1677.78804,7.3,1230.0945,7.49459,1130.21066,7.32603,170.97833,7.32603,27.61863
7.33003,750.91008,7.50901,864.78943,7.62212,1061.15737,7.302,1679.65202,7.302,1235.86166,7.4982,1140.0153,7.33003,175.75924,7.33003,27.83761
7.33403,745.51515,7.51261,859.28268,7.62553,1055.20994,7.30601,1683.24994,7.30601,1247.34156,7.5,1144.90566,7.33403,180.65155,7.33403,28.07083
7.33804,740.15475,7.51622,853.80315,7.62893,1049.2792,7.31001,1686.67427,7.31001,1258.74601,7.5018,1149.78772,7.33804,185.65659,7.33804,28.31907
7.34204,734.82879,7.51982,848.35091,7.63233,1043.36552,7.31401,1689.92481,7.31401,1270.07158,7.50541,1159.52589,7.34204,190.77567,7.34204,28.58321
7.34605,729.53717,7.52342,842.92603,7.63574,1037.46923,7.31802,1693.00143,7.31802,1281.31488,7.50901,1169.22776,7.34605,196.01007,7.34605,28.86412
7.35005,724.27978,7.52703,837.52856,7.63914,1031.5907,7.32202,1695.90407,7.32202,1292.47251,7.51261,1178.89132,7.35005,201.36104,7.35005,29.16274
7.35405,719.05651,7.53063,832.15856,7.64254,1025.73024,7.32603,1698.63274,7.32603,1303.54115,7.51622,1188.51453,7.35405,206.82978,7.35405,29.48004
7.35806,713.86726,7.53423,826.81606,7.64595,1019.8882,7.33003,1701.1875,7.33003,1314.51747,7.51982,1198.09536,7.35806,212.41749,7.35806,29.81703
7.36206,708.71191,7.53784,821.50111,7.64935,1014.06486,7.33403,1703.56849,7.33403,1325.39818,7.52342,1207.63182,7.36206,218.12529,7.36206,30.17478
7.36607,703.59033,7.54144,816.21374,7.65275,1008.26055,7.33804,1705.77589,7.33804,1336.18003,7.52703,1217.12187,7.36607,223.95429,7.36607,30.55439
7.37007,698.50241,7.54505,810.95397,7.65616,1002.47556,7.34204,1707.80998,7.34204,1346.85981,7.53063,1226.56351,7.37007,229.90556,7.37007,30.95701
7.37407,693.44801,7.54865,805.72182,7.65956,996.71016,7.34605,1709.67107,7.34605,1357.43435,7.53423,1235.95475,7.37407,235.98012,7.37407,31.38385
7.37808,688.42701,7.55225,800.51731,7.66296,990.96464,7.35005,1711.35955,7.35005,1367.9005,7.53784,1245.2936,7.37808,242.17893,7.37808,31.83616
7.38208,683.43926,7.55586,795.34044,7.66637,985.23926,7.35405,1712.87586,7.35405,1378.25517,7.54144,1254.57807,7.38208,248.50294,7.38208,32.31523
7.38609,678.48464,7.55946,790.19123,7.66977,979.53427,7.35806,1714.22052,7.35806,1388.49531,7.54505,1263.8062,7.38609,254.95303,7.38609,32.82243
7.39009,673.563,7.56306,785.06967,7.67317,973.84992,7.36206,1715.39409,7.36206,1398.61792,7.54865,1272.97603,7.39009,261.53002,7.39009,33.35915
7.39409,668.67421,7.56667,779.97575,7.67658,968.18645,7.36607,1716.39721,7.36607,1408.62004,7.55225,1282.0856,7.39409,268.23471,7.39409,33.92687
7.3981,663.8181,7.57027,774.90946,7.67998,962.54409,7.37007,1717.23055,7.37007,1418.49877,7.55586,1291.13299,7.3981,275.06783,7.3981,34.5271
7.4021,658.99455,7.57387,769.87079,7.68338,956.92306,7.37407,1717.89486,7.37407,1428.25124,7.55946,1300.11627,7.4021,282.03004,7.4021,35.16141
7.40611,654.20339,7.57748,764.85972,7.68679,951.32357,7.37808,1718.39095,7.37808,1437.87467,7.56306,1309.03354,7.40611,289.12197,7.40611,35.83143
7.41011,649.44448,7.58108,759.87622,7.69019,945.74583,7.38208,1718.71967,7.38208,1447.36631,7.56667,1317.88291,7.41011,296.34418,7.41011,36.53885
7.41411,644.71765,7.58468,754.92026,7.69359,940.19002,7.38609,1718.88193,7.38609,1456.72345,7.57027,1326.66249,7.41411,303.69716,7.41411,37.28542
7.41812,640.02277,7.58829,749.99181,7.697,934.65635,7.39009,1718.87871,7.39009,1465.94349,7.57387,1335.37044,7.41812,311.18137,7.41812,38.07295
7.42212,635.35966,7.59189,745.09084,7.7,929.79222,7.39409,1718.71102,7.39409,1475.02383,7.57748,1344.00491,7.42212,318.79717,7.42212,38.90331
7.42613,630.72816,7.5955,740.21729,7.7004,929.14499,7.3981,1718.37993,7.3981,1483.96198,7.58108,1352.56408,7.42613,326.54487,7.42613,39.77843
7.43013,626.12813,7.5991,735.37114,7.7038,923.6561,7.4021,1717.88657,7.4021,1492.75549,7.58468,1361.04615,7.43013,334.42472,7.43013,40.70031
7.43413,621.55938,7.6027,730.55232,7.70721,918.18986,7.40611,1717.23211,7.40611,1501.40197,7.58829,1369.44933,7.43413,342.4369,7.43413,41.67099
7.43814,617.02177,7.60631,725.76079,7.71061,912.74642,7.41011,1716.41777,7.41011,1509.89911,7.59189,1377.77187,7.43814,350.58151,7.43814,42.6926
7.44214,612.51512,7.60991,720.99649,7.71401,907.32593,7.41411,1715.44483,7.41411,1518.24466,7.5955,1386.01202,7.44214,358.85859,7.44214,43.76732
7.44615,608.03927,7.61351,716.25937,7.71742,901.92853,7.41812,1714.31459,7.41812,1526.43644,7.5991,1394.16806,7.44615,367.26811,7.44615,44.8974
7.45015,603.59405,7.61712,711.54936,7.72082,896.55436,7.42212,1713.02843,7.42212,1534.47233,7.6027,1402.23831,7.45015,375.80995,7.45015,46.08514
7.45415,599.17929,7.62072,706.86639,7.72422,891.20354,7.42613,1711.58775,7.42613,1542.3503,7.60631,1410.22108,7.45415,384.48392,7.45415,47.33293
7.45816,594.79482,7.62432,702.2104,7.72763,885.8762,7.43013,1709.994,7.43013,1550.06837,7.60991,1418.11474,7.45816,393.28977,7.45816,48.6432
7.46216,590.44048,7.62793,697.58132,7.73103,880.57245,7.43413,1708.24867,7.43413,1557.62466,7.61351,1425.91766,7.46216,402.22715,7.46216,50.01845
7.46617,586.11609,7.63153,692.97908,7.73443,875.2924,7.43814,1706.35329,7.43814,1565.01734,7.61712,1433.62825,7.46617,411.29565,7.46617,51.46125
7.47017,581.82147,7.63514,688.40359,7.73784,870.03615,7.44214,1704.30944,7.44214,1572.24466,7.62072,1441.24494,7.47017,420.49477,7.47017,52.97423
7.47417,577.55647,7.63874,683.85479,7.74124,864.80379,7.44615,1702.11872,7.44615,1579.30496,7.62432,1448.76618,7.47417,429.82393,7.47417,54.56007
7.47818,573.32091,7.64234,679.33258,7.74464,859.59541,7.45015,1699.78277,7.45015,1586.19664,7.62793,1456.19048,7.47818,439.28245,7.47818,56.22152
7.48218,569.1146,7.64595,674.83689,7.74805,854.4111,7.45415,1697.30329,7.45415,1592.91807,7.63153,1463.51633,7.48218,448.86961,7.48218,57.96141
7.48619,564.93739,7.64955,670.36763,7.75145,849.25093,7.45816,1694.68199,7.45816,1599.46795,7.63514,1470.74229,7.48619,458.58456,7.48619,59.78259
7.49019,560.7891,7.65315,665.92472,7.75485,844.11497,7.46216,1691.92061,7.46216,1605.84481,7.63874,1477.86692,7.49019,468.4264,7.49019,61.688
7.49419,556.66954,7.65676,661.50805,7.75826,839.00329,7.46617,1689.02095,7.46617,1612.04736,7.64234,1484.88884,7.49419,478.39412,7.49419,63.68062
7.4982,552.57856,7.66036,657.11755,7.76166,833.91595,7.47017,1685.9848,7.47017,1618.0744,7.64595,1491.80668,7.4982,488.48664,7.4982,65.7635
7.5,550.74689,7.66396,652.75311,7.76507,828.85301,7.47417,1682.81401,7.47417,1623.9248,7.64955,1498.61911,7.5,493.06867,7.5,66.73106
7.5022,548.51597,7.66757,648.41465,7.76847,823.8145,7.47818,1679.51045,7.47818,1629.59751,7.65315,1505.32482,7.5022,498.70277,7.5022,67.93972
7.50621,544.4816,7.67117,644.10206,7.77187,818.80048,7.48218,1676.07601,7.48218,1635.09155,7.65676,1511.92254,7.50621,509.04127,7.50621,70.21243
7.51021,540.47528,7.67477,639.81524,7.77528,813.81099,7.48619,1672.51262,7.48619,1640.40603,7.66036,1518.41105,7.51021,519.50078,7.51021,72.58482
7.51421,536.49684,7.67838,635.5541,7.77868,808.84605,7.49019,1668.82221,7.49019,1645.54015,7.66396,1524.78913,7.51421,530.07986,7.51421,75.06014
7.51822,532.54609,7.68198,631.31853,7.78208,803.9057,7.49419,1665.00675,7.49419,1650.49315,7.66757,1531.05562,7.51822,540.77699,7.51822,77.64166
7.52222,528.62287,7.68559,627.10843,7.78549,798.98996,7.4982,1661.06823,7.4982,1655.26438,7.67117,1537.20939,7.52222,551.59056,7.52222,80.33271
7.52623,524.727,7.68919,622.9237,7.78889,794.09886,7.5,1659.25628,7.5,1657.35198,7.67477,1543.24933,7.52623,562.51885,7.52623,83.13665
7.53023,520.85831,7.69279,618.76422,7.79229,789.2324,7.5022,1657.00865,7.5022,1659.85327,7.67838,1549.17438,7.53023,573.56007,7.53023,86.05689
7.53423,517.01662,7.6964,614.62989,7.7957,784.39059,7.50621,1652.83005,7.50621,1664.25932,7.68198,1554.98351,7.53423,584.71235,7.53423,89.09684
7.53824,513.20177,7.7,610.5206,7.7991,779.57346,7.51021,1648.53446,7.51021,1668.4821,7.68559,1560.67572,7.53824,595.97371,7.53824,92.25997
7.54224,509.41358,7.7036,606.43625,7.8025,774.78099,7.51421,1644.12394,7.51421,1672.52128,7.68919,1566.25007,7.54224,607.3421,7.54224,95.54976
7.54625,505.65187,7.70721,602.37671,7.80591,770.01318,7.51822,1639.60057,7.51822,1676.3766,7.69279,1571.70563,7.54625,618.81536,7.54625,98.96972
7.55025,501.91649,7.71081,598.34189,7.80931,765.27003,7.52222,1634.96643,7.52222,1680.04786,7.6964,1577.04152,7.55025,630.39126,7.55025,102.52335
7.55425,498.20725,7.71441,594.33166,7.81271,760.55154,7.52623,1630.22362,7.52623,1683.53497,7.7,1582.25688,7.55425,642.06748,7.55425,106.21419
7.55826,494.52399,7.71802,590.34591,7.81612,755.85768,7.53023,1625.37426,7.53023,1686.83789,7.7036,1587.35092,7.55826,653.84161,7.55826,110.04578
7.56226,490.86653,7.72162,586.38454,7.81952,751.18844,7.53423,1620.42046,7.53423,1689.95667,7.70721,1592.32286,7.56226,665.71115,7.56226,114.02165
7.56627,487.23471,7.72523,582.44741,7.82292,746.5438,7.53824,1615.36435,7.53824,1692.89144,7.71081,1597.17196,7.56627,677.67353,7.56627,118.14534
7.57027,483.62836,7.72883,578.53443,7.82633,741.92374,7.54224,1610.20806,7.54224,1695.64239,7.71441,1601.89754,7.57027,689.72608,7.57027,122.42038
7.57427,480.0473,7.73243,574.64546,7.82973,737.32823,7.54625,1604.95374,7.54625,1698.20979,7.71802,1606.49894,7.57427,701.86605,7.57427,126.85029
7.57828,476.49138,7.73604,570.7804,7.83313,732.75724,7.55025,1599.60354,7.55025,1700.594,7.72162,1610.97553,7.57828,714.09061,7.57828,131.43855
7.58228,472.96042,7.73964,566.93912,7.83654,728.21074,7.55425,1594.1596,7.55425,1702.79542,7.72523,1615.32674,7.58228,726.39685,7.58228,136.18864
7.58629,469.45426,7.74324,563.12151,7.83994,723.68868,7.55826,1588.62408,7.55826,1704.81456,7.72883,1619.55193,7.58629,738.78179,7.58629,141.104
7.59029,465.97273,7.74685,559.32745,7.84334,719.19104,7.56226,1582.99914,7.56226,1706.65198,7.73243,1623.65076,7.59029,751.24234,7.59029,146.18804
7.59429,462.51566,7.75045,555.55682,7.84675,714.71777,7.56627,1577.28692,7.56627,1708.30831,7.73604,1627.62264,7.59429,763.77537,7.59429,151.44411
7.5983,459.0829,7.75405,551.8095,7.85015,710.26882,7.57027,1571.48957,7.57027,1709.78425,7.73964,1631.46714,7.5983,776.37765,7.5983,156.87552
7.6023,455.67428,7.75766,548.08537,7.85355,705.84415,7.57427,1565.60927,7.57427,1711.08057,7.74324,1635.18389,7.6023,789.04589,7.6023,162.48554
7.60631,452.28963,7.76126,544.38431,7.85696,701.4437,7.57828,1559.64814,7.57828,1712.19811,7.74685,1638.77252,7.60631,801.77671,7.60631,168.27735
7.61031,448.9288,7.76486,540.7062,7.86036,697.06743,7.58228,1553.60834,7.58228,1713.13778,7.75045,1642.23274,7.61031,814.56669,7.61031,174.25409
7.61431,445.59162,7.76847,537.05092,7.86376,692.71528,7.58629,1547.49201,7.58629,1713.90054,7.75405,1645.56426,7.61431,827.41231,7.61431,180.41878
7.61832,442.27793,7.77207,533.41835,7.86717,688.38718,7.59029,1541.30128,7.59029,1714.48742,7.75766,1648.76686,7.61832,840.31001,7.61832,186.77441
7.62232,438.98757,7.77568,529.80837,7.87057,684.08309,7.59429,1535.03828,7.59429,1714.89952,7.76126,1651.84033,7.62232,853.25614,7.62232,193.32384
7.62633,435.72038,7.77928,526.22085,7.87397,679.80294,7.5983,1528.70513,7.5983,1715.13799,7.76486,1654.7845,7.62633,866.247,7.62633,200.06986
7.63033,432.47621,7.78288,522.65567,7.87738,675.54667,7.6023,1522.30393,7.6023,1715.20405,7.76847,1657.59927,7.63033,879.27884,7.63033,207.01513
7.63433,429.2549,7.78649,519.11272,7.88078,671.3142,7.60631,1515.8368,7.60631,1715.09897,7.77207,1660.28454,7.63433,892.34783,7.63433,214.16222
7.63834,426.05628,7.79009,515.59188,7.88418,667.10548,7.61031,1509.30583,7.61031,1714.82407,7.77568,1662.84027,7.63834,905.45011,7.63834,221.51357
7.64234,422.88021,7.79369,512.09301,7.88759,662.92042,7.61431,1502.71308,7.61431,1714.38074,7.77928,1665.26643,7.64234,918.58175,7.64234,229.0715
7.64635,419.72653,7.7973,508.616,7.89099,658.75897,7.61832,1496.06063,7.61832,1713.77042,7.78288,1667.56307,7.64635,931.73877,7.64635,236.83819
7.65035,416.59509,7.8009,505.16073,7.89439,654.62104,7.62232,1489.35053,7.62232,1712.9946,7.78649,1669.73025,7.65035,944.91716,7.65035,244.81569
7.65435,413.48572,7.8045,501.72707,7.8978,650.50656,7.62633,1482.58483,7.62633,1712.05482,7.79009,1671.76806,7.65435,958.11283,7.65435,253.00589
7.65836,410.39829,7.80811,498.31491,7.9,647.85671,7.63033,1475.76554,7.63033,1710.95268,7.79369,1673.67663,7.65836,971.32168,7.65836,261.41054
7.66236,407.33264,7.81171,494.92413,7.9012,646.41545,7.63433,1468.89468,7.63433,1709.6898,7.7973,1675.45615,7.66236,984.53956,7.66236,270.03121
7.66637,404.28861,7.81532,491.55459,7.9046,642.34764,7.63834,1461.97424,7.63834,1708.26788,7.8009,1677.10682,7.66637,997.76228,7.66637,278.86933
7.67037,401.26607,7.81892,488.20619,7.90801,638.30305,7.64234,1455.0062,7.64234,1706.68865,7.8045,1678.62889,7.67037,1010.98562,7.67037,287.92612
7.67437,398.26485,7.82252,484.87881,7.91141,634.28158,7.64635,1447.99252,7.64635,1704.95388,7.80811,1680.02263,7.67437,1024.20533,7.67437,297.20265
7.67838,395.28482,7.82613,481.57231,7.91481,630.28317,7.65035,1440.93514,7.65035,1703.06538,7.81171,1681.28835,7.67838,1037.41712,7.67838,306.69978
7.68238,392.32582,7.82973,478.28658,7.91822,626.30773,7.65435,1433.83599,7.65435,1701.02501,7.81532,1682.42641,7.68238,1050.61669,7.68238,316.41819
7.68639,389.38771,7.83333,475.02151,7.92162,622.35516,7.65836,1426.69697,7.65836,1698.83467,7.81892,1683.43719,7.68639,1063.79972,7.68639,326.35835
7.69039,386.47034,7.83694,471.77697,7.92503,618.42539,7.66236,1419.51995,7.66236,1696.49627,7.82252,1684.32111,7.69039,1076.96185,7.69039,336.52054
7.69439,383.57357,7.84054,468.55284,7.92843,614.51832,7.66637,1412.30682,7.66637,1694.0118,7.82613,1685.07861,7.69439,1090.09873,7.69439,346.90481
7.6984,380.69725,7.84414,465.349,7.93183,610.63387,7.67037,1405.0594,7.67037,1691.38324,7.82973,1685.71017,7.6984,1103.20597,7.6984,357.51099
7.7,379.55242,7.84775,462.16534,7.93524,606.77195,7.67437,1397.77952,7.67437,1688.61264,7.83333,1686.21632,7.7,1108.4396,7.7,361.81553
7.7024,377.84125,7.85135,459.00174,7.93864,602.93246,7.67838,1390.46899,7.67838,1685.70204,7.83694,1686.5976,7.7024,1116.27921,7.7024,368.33872
7.70641,375.00542,7.85495,455.85807,7.94204,599.11532,7.68238,1383.12958,7.68238,1682.65354,7.84054,1686.85458,7.70641,1129.31404,7.70641,379.38737
7.71041,372.18963,7.85856,452.73422,7.94545,595.32043,7.68639,1375.76304,7.68639,1679.46926,7.84414,1686.98789,7.71041,1142.30608,7.71041,390.65612
7.71441,369.39372,7.86216,449.63008,7.94885,591.5477,7.69039,1368.3711,7.69039,1676.15133,7.84775,1686.99815,7.71441,1155.25093,7.71441,402.14388
7.71842,366.61756,7.86577,446.54552,7.95225,587.79703,7.69439,1360.95548,7.69439,1672.70193,7.85135,1686.88604,7.71842,1168.1442,7.71842,413.84934
7.72242,363.86101,7.86937,443.48043,7.95566,584.06832,7.6984,1353.51786,7.6984,1669.12325,7.85495,1686.65226,7.72242,1180.98152,7.72242,425.77094
7.72643,361.12395,7.87297,440.4347,7.95906,580.36149,7.7,1350.53702,7.7,1667.65607,7.85856,1686.29753,7.72643,1193.75851,7.72643,437.90688
7.73043,358.40622,7.87658,437.4082,7.96246,576.67643,7.7024,1346.0599,7.7024,1665.41749,7.86216,1685.82262,7.73043,1206.47082,7.73043,450.25512
7.73443,355.70769,7.88018,434.40082,7.96587,573.01305,7.70641,1338.58323,7.70641,1661.58688,7.86577,1685.22831,7.73443,1219.11411,7.73443,462.81333
7.73844,353.02824,7.88378,431.41245,7.96927,569.37124,7.71041,1331.08947,7.71041,1657.63367,7.86937,1684.51542,7.73844,1231.68405,7.73844,475.57898
7.74244,350.36772,7.88739,428.44297,7.97267,565.75092,7.71441,1323.58021,7.71441,1653.56012,7.87297,1683.68478,7.74244,1244.17635,7.74244,488.54926
7.74645,347.72601,7.89099,425.49227,7.97608,562.15198,7.71842,1316.057,7.71842,1649.3685,7.87658,1682.73725,7.74645,1256.58674,7.74645,501.72109
7.75045,345.10296,7.89459,422.56023,7.97948,558.57431,7.72242,1308.52139,7.72242,1645.06111,7.88018,1681.67374,7.75045,1268.91098,7.75045,515.09117
7.75445,342.49846,7.8982,419.64674,7.98288,555.01783,7.72643,1300.97488,7.72643,1640.64025,7.88378,1680.49516,7.75445,1281.14486,7.75445,528.65591
7.75846,339.91236,7.9,418.19692,7.98629,551.48243,7.73043,1293.41895,7.73043,1636.10822,7.88739,1679.20244,7.75846,1293.28421,7.75846,542.41149
7.76246,337.34455,7.9018,416.7517,7.98969,547.96801,7.73443,1285.85508,7.73443,1631.46734,7.89099,1677.79655,7.76246,1305.3249,7.76246,556.35382
7.76647,334.79488,7.90541,413.87498,7.99309,544.47447,7.73844,1278.28468,7.73844,1626.71994,7.89459,1676.27849,7.76647,1317.26283,7.76647,570.47856
7.77047,332.26324,7.90901,411.01647,7.9965,541.0017,7.77047,1217.65012,7.74244,1621.86836,7.8982,1674.64926,7.77047,1329.09398,7.77047,584.78113
7.77447,329.7495,7.91261,408.17607,7.9999,537.54961,7.77447,1210.08121,7.74645,1616.91492,7.9,1673.79328,7.77447,1340.81433,7.77447,599.25669
7.77848,327.25353,7.91622,405.35366,8.0033,534.1181,7.77848,1202.51867,7.75045,1611.86196,7.9018,1672.90989,7.77848,1352.41995,7.77848,613.90015
7.78248,324.77521,7.91982,402.54913,8.00671,530.70705,7.78248,1194.96364,7.75445,1606.71183,7.90541,1671.06145,7.78248,1363.90694,7.78248,628.70618
7.78649,322.31441,7.92342,399.76238,8.01011,527.31637,7.78649,1187.41724,7.75846,1601.46686,7.90901,1669.10499,7.78649,1375.27149,7.78649,643.66923
7.79049,319.87101,7.92703,396.99328,8.01351,523.94595,7.79049,1179.88056,7.76246,1596.12939,7.91261,1667.04163,7.79049,1386.5098,7.79049,658.78349
7.79449,317.44488,7.93063,394.24175,8.01692,520.5957,7.79449,1172.35467,7.76647,1590.70176,7.91622,1664.87247,7.79449,1397.61818,7.79449,674.04293
7.7985,315.03591,7.93423,391.50766,8.02032,517.2655,7.7985,1164.84061,7.77047,1585.18629,7.91982,1662.59864,7.7985,1408.59298,7.7985,689.4413
7.8025,312.64398,7.93784,388.79091,8.02372,513.95526,7.8025,1157.33939,7.77447,1579.58531,7.92342,1660.22131,7.8025,1419.43063,7.8025,704.97212
7.80651,310.26895,7.94144,386.09139,8.02713,510.66487,7.80651,1149.85201,7.77848,1573.90115,7.92703,1657.74163,7.80651,1430.12763,7.80651,720.62871
7.81051,307.91072,7.94505,383.40899,8.03053,507.39423,7.81051,1142.37943,7.78248,1568.13611,7.93063,1655.16079,7.81051,1440.68053,7.81051,736.40417
7.81451,305.56917,7.94865,380.74362,8.03393,504.14324,7.81451,1134.92259,7.78649,1562.2925,7.93423,1652.47999,7.81451,1451.086,7.81451,752.29141
7.81852,303.24418,7.95225,378.09516,8.03734,500.91179,7.81852,1127.48239,7.79049,1556.37261,7.93784,1649.70046,7.81852,1461.34076,7.81852,768.28316
7.82252,300.93562,7.95586,375.4635,8.04074,497.69978,7.82252,1120.05974,7.79449,1550.37872,7.94144,1646.82342,7.82252,1471.4416,7.82252,784.37193
7.82653,298.6434,7.95946,372.84856,8.04414,494.5071,7.82653,1112.6555,7.7985,1544.31311,7.94505,1643.85013,7.82653,1481.38543,7.82653,800.55011
7.83053,296.36738,7.96306,370.25021,8.04755,491.33365,7.83053,1105.2705,7.8025,1538.17803,7.94865,1640.78183,7.83053,1491.16921,7.83053,816.80986
7.83453,294.10746,7.96667,367.66836,8.05095,488.17934,7.83453,1097.90557,7.80651,1531.97573,7.95225,1637.61981,7.83453,1500.79002,7.83453,833.14324
7.83854,291.86352,7.97027,365.1029,8.05435,485.04405,7.83854,1090.5615,7.81051,1525.70843,7.95586,1634.36535,7.83854,1510.24499,7.83854,849.54214
7.84254,289.63545,7.97387,362.55374,8.05776,481.92768,7.84254,1083.23905,7.81451,1519.37835,7.95946,1631.01974,7.84254,1519.53129,7.84254,865.99829
7.84655,287.42314,7.97748,360.02076,8.06116,478.83013,7.84655,1075.93898,7.81852,1512.98768,7.96306,1627.5843,7.84655,1528.64638,7.84655,882.50334
7.85055,285.22648,7.98108,357.50388,8.06456,475.7513,7.85055,1068.662,7.82252,1506.53861,7.96667,1624.06034,7.85055,1537.58755,7.85055,899.04878
7.85455,283.04535,7.98468,355.00298,8.06797,472.69108,7.85455,1061.40881,7.82653,1500.03328,7.97027,1620.44919,7.85455,1546.35234,7.85455,915.62602
7.85856,280.87965,7.98829,352.51798,8.07137,469.64938,7.85856,1054.1801,7.83053,1493.47385,7.97387,1616.75219,7.85856,1554.93835,7.85856,932.22636
7.86256,278.72926,7.99189,350.04876,8.07477,466.62609,7.86256,1046.97652,7.83453,1486.86243,7.97748,1612.97068,7.86256,1563.34331,7.86256,948.84103
7.86657,276.59409,7.9955,347.59523,8.07818,463.6211,7.86657,1039.7987,7.83854,1480.20112,7.98108,1609.10601,7.86657,1571.56503,7.86657,965.46118
7.87057,274.47401,7.9991,345.15729,8.08158,460.63432,7.87057,1032.64726,7.84254,1473.492,7.98468,1605.15956,7.87057,1579.60142,7.87057,982.07791
7.87457,272.36894,8.0027,342.73485,8.08498,457.66564,7.87457,1025.52277,7.84655,1466.73713,7.98829,1601.13267,7.87457,1587.45049,7.87457,998.68226
7.87858,270.27875,8.00631,340.32781,8.08839,454.71497,7.87858,1018.42583,7.85055,1459.93853,7.99189,1597.02674,7.87858,1595.11036,7.87858,1015.26523
7.88258,268.20334,8.00991,337.93606,8.09179,451.78219,7.88258,1011.35696,7.85455,1453.09822,7.9955,1592.84312,7.88258,1602.57925,7.88258,1031.81781
7.88659,266.14261,8.01351,335.55952,8.0952,448.86722,7.88659,1004.31671,7.85856,1446.21818,7.9991,1588.58322,7.88659,1609.85546,7.88659,1048.33097
7.89059,264.09646,8.01712,333.19809,8.0986,445.96995,7.89059,997.30557,7.86256,1439.30037,8.0027,1584.24841,7.89059,1616.93742,7.89059,1064.79569
7.89459,262.06479,8.02072,330.85167,8.1,444.78207,7.89459,990.32404,7.86657,1432.34673,8.00631,1579.84008,7.89459,1623.82367,7.89459,1081.20296
7.8986,260.04748,8.02432,328.52017,8.102,443.09028,7.8986,983.37259,7.87057,1425.35916,8.00991,1575.35963,7.8986,1630.51282,7.8986,1097.54378
7.9,259.3448,8.02793,326.20349,8.10541,440.2281,7.9,980.94677,7.87457,1418.33956,8.01351,1570.80846,7.9,1632.80723,7.9,1103.24571
7.9026,258.04444,8.03153,323.90155,8.10881,437.38333,7.9026,976.45166,7.87858,1411.28977,8.01712,1566.18795,7.9026,1637.00363,7.9026,1113.8092
7.90661,256.05557,8.03514,321.61424,8.11221,434.55586,7.90661,969.56168,7.88258,1404.21162,8.02072,1561.49952,7.90661,1643.29492,7.90661,1129.99034
7.91061,254.08077,8.03874,319.34148,8.11562,431.74559,7.91061,962.70308,7.88659,1397.10693,8.02432,1556.74455,7.91061,1649.38565,7.91061,1146.07836
7.91461,252.11993,8.04234,317.08318,8.11902,428.95242,7.91461,955.87624,7.89059,1389.97745,8.02793,1551.92445,7.91461,1655.27486,7.91461,1162.0645
7.91862,250.17297,8.04595,314.83924,8.12242,426.17625,7.91862,949.08153,7.89459,1382.82495,8.03153,1547.04062,7.91862,1660.96173,7.91862,1177.94008
7.92262,248.23978,8.04955,312.60957,8.12583,423.41699,7.92262,942.31933,7.8986,1375.65114,8.03514,1542.09445,7.92262,1666.44552,7.92262,1193.69655
7.92663,246.32026,8.05315,310.39408,8.12923,420.67454,7.92663,935.58996,7.9,1373.13558,8.03874,1537.08734,7.92663,1671.72558,7.92663,1209.32545
7.93063,244.41432,8.05676,308.19268,8.13263,417.9488,7.93063,928.89376,7.9026,1368.4577,8.04234,1532.02068,7.93063,1676.80141,7.93063,1224.81838
7.93463,242.52186,8.06036,306.00529,8.13604,415.23968,7.93463,922.23103,7.90661,1361.24631,8.04595,1526.89588,7.93463,1681.67257,7.93463,1240.16716
7.93864,240.64278,8.06396,303.83182,8.13944,412.54707,7.93864,915.60206,7.91061,1354.01859,8.04955,1521.71431,7.93864,1686.33875,7.93864,1255.36365
7.94264,238.777,8.06757,301.67217,8.14284,409.87088,7.94264,909.00713,7.91461,1346.77614,8.05315,1516.47735,7.94264,1690.79973,7.94264,1270.39995
7.94665,236.92442,8.07117,299.52626,8.14625,407.21102,7.94665,902.44651,7.91862,1339.52054,8.05676,1511.1864,7.94665,1695.05541,7.94665,1285.26831
7.95065,235.08494,8.07477,297.394,8.14965,404.56739,7.95065,895.92043,7.92262,1332.25334,8.06036,1505.84283,7.95065,1699.10576,7.95065,1299.96117
7.95465,233.25847,8.07838,295.27531,8.15305,401.93989,7.95465,889.42913,7.92663,1324.97604,8.06396,1500.44801,7.95465,1702.95089,7.95465,1314.47112
7.95866,231.44492,8.08198,293.1701,8.15646,399.32843,7.95866,882.97282,7.93063,1317.69014,8.06757,1495.0033,7.95866,1706.59097,7.95866,1328.79097
7.96266,229.6442,8.08559,291.07829,8.15986,396.73291,7.96266,876.55171,7.93463,1310.39709,8.07117,1489.51007,7.96266,1710.0263,7.96266,1342.91372
7.96667,227.85622,8.08919,288.99979,8.16326,394.15325,7.96667,870.16599,7.96667,1251.96018,8.07477,1483.96967,7.96667,1713.25725,7.96667,1356.83256
7.97067,226.08089,8.09279,286.93451,8.16667,391.58935,7.97067,863.81582,7.97067,1244.66341,8.07838,1478.38345,7.97067,1716.28432,7.97067,1370.54092
7.97467,224.31811,8.0964,284.88237,8.17007,389.04111,7.97467,857.50137,7.97467,1237.37241,8.08198,1472.75274,7.97467,1719.10806,7.97467,1384.03246
